date,year,tournament,match_weight,home_team,away_team,home_goals,away_goals,outcome,neutral
2002-01-04,2002,Friendly,0.3,Martinique,Guadeloupe,1.0,3.0,-1,False
2002-01-05,2002,Prime Minister's Cup,0.5,Albania,North Macedonia,0.0,0.0,0,True
2002-01-05,2002,Friendly,0.3,Kuwait,Zimbabwe,3.0,0.0,1,False
2002-01-06,2002,Friendly,0.3,Cuba,Guatemala,0.0,1.0,-1,False
2002-01-06,2002,Friendly,0.3,Egypt,Mali,1.0,2.0,-1,False
2002-01-06,2002,Friendly,0.3,Martinique,Haiti,3.0,3.0,0,False
2002-01-07,2002,Prime Minister's Cup,0.5,Albania,Finland,1.0,1.0,0,True
2002-01-07,2002,Prime Minister's Cup,0.5,Bahrain,North Macedonia,1.0,1.0,0,False
2002-01-07,2002,Friendly,0.3,Burkina Faso,Cameroon,1.0,3.0,-1,False
2002-01-08,2002,Friendly,0.3,Kuwait,Iceland,0.0,0.0,0,True
2002-01-08,2002,Friendly,0.3,Qatar,Zimbabwe,0.0,2.0,-1,False
2002-01-09,2002,Friendly,0.3,Cuba,Guatemala,0.0,0.0,0,False
2002-01-10,2002,Prime Minister's Cup,0.5,Bahrain,Albania,3.0,0.0,1,False
2002-01-10,2002,Prime Minister's Cup,0.5,Finland,North Macedonia,3.0,0.0,1,True
2002-01-10,2002,Friendly,0.3,Mali,Zambia,1.0,1.0,0,False
2002-01-10,2002,Friendly,0.3,Saudi Arabia,Iceland,1.0,0.0,1,False
2002-01-11,2002,Friendly,0.3,Egypt,Burkina Faso,2.0,2.0,0,False
2002-01-11,2002,Friendly,0.3,Grenada,Trinidad and Tobago,2.0,3.0,-1,False
2002-01-11,2002,Friendly,0.3,Iraq,Oman,2.0,0.0,1,True
2002-01-11,2002,Friendly,0.3,Tunisia,Cameroon,0.0,1.0,-1,False
2002-01-12,2002,Friendly,0.3,Ecuador,Guatemala,1.0,0.0,1,False
2002-01-12,2002,Friendly,0.3,Ivory Coast,Nigeria,1.0,1.0,0,False
2002-01-13,2002,Friendly,0.3,Morocco,Guinea,2.0,1.0,1,False
2002-01-13,2002,Friendly,0.3,Qatar,Iraq,1.0,3.0,-1,False
2002-01-14,2002,Friendly,0.3,Algeria,Benin,4.0,0.0,1,False
2002-01-15,2002,Friendly,0.3,South Africa,Angola,1.0,0.0,1,False
2002-01-16,2002,Friendly,0.3,Gambia,Morocco,0.0,2.0,-1,False
2002-01-16,2002,Gulf Cup,0.5,Saudi Arabia,Kuwait,1.0,1.0,0,False
2002-01-17,2002,Gulf Cup,0.5,Qatar,Bahrain,1.0,0.0,1,True
2002-01-17,2002,Gulf Cup,0.5,United Arab Emirates,Oman,1.0,0.0,1,True
2002-01-18,2002,Gold Cup,0.5,Haiti,Canada,0.0,2.0,-1,True
2002-01-18,2002,Gold Cup,0.5,Martinique,Costa Rica,0.0,2.0,-1,True
2002-01-19,2002,Gold Cup,0.5,El Salvador,Mexico,0.0,1.0,-1,True
2002-01-19,2002,Gulf Cup,0.5,Kuwait,Oman,1.0,3.0,-1,True
2002-01-19,2002,African Cup of Nations,0.5,Mali,Liberia,1.0,1.0,0,False
2002-01-19,2002,Friendly,0.3,Saint Kitts and Nevis,Grenada,1.0,1.0,0,False
2002-01-19,2002,Gold Cup,0.5,United States,South Korea,2.0,1.0,1,False
2002-01-20,2002,Friendly,0.3,Antigua and Barbuda,Dominica,4.0,0.0,1,False
2002-01-20,2002,African Cup of Nations,0.5,Cameroon,DR Congo,1.0,0.0,1,True
2002-01-20,2002,Gold Cup,0.5,Costa Rica,Trinidad and Tobago,1.0,1.0,0,True
2002-01-20,2002,Gold Cup,0.5,Ecuador,Haiti,0.0,2.0,-1,True
2002-01-20,2002,African Cup of Nations,0.5,Egypt,Senegal,0.0,1.0,-1,True
2002-01-20,2002,Gulf Cup,0.5,Saudi Arabia,Bahrain,3.0,1.0,1,False
2002-01-20,2002,African Cup of Nations,0.5,South Africa,Burkina Faso,0.0,0.0,0,True
2002-01-20,2002,Gulf Cup,0.5,United Arab Emirates,Qatar,0.0,2.0,-1,True
2002-01-21,2002,African Cup of Nations,0.5,Algeria,Nigeria,0.0,1.0,-1,True
2002-01-21,2002,Gold Cup,0.5,Mexico,Guatemala,3.0,1.0,1,True
2002-01-21,2002,African Cup of Nations,0.5,Morocco,Ghana,0.0,0.0,0,True
2002-01-21,2002,African Cup of Nations,0.5,Togo,Ivory Coast,0.0,0.0,0,True
2002-01-21,2002,Gold Cup,0.5,United States,Cuba,1.0,0.0,1,False
2002-01-21,2002,African Cup of Nations,0.5,Zambia,Tunisia,0.0,0.0,0,True
2002-01-22,2002,Gold Cup,0.5,Canada,Ecuador,0.0,2.0,-1,True
2002-01-22,2002,Gulf Cup,0.5,Kuwait,Bahrain,0.0,0.0,0,True
2002-01-22,2002,Gold Cup,0.5,Trinidad and Tobago,Martinique,0.0,1.0,-1,True
2002-01-23,2002,Gold Cup,0.5,Guatemala,El Salvador,0.0,1.0,-1,True
2002-01-23,2002,Gold Cup,0.5,South Korea,Cuba,0.0,0.0,0,True
2002-01-24,2002,African Cup of Nations,0.5,Mali,Nigeria,0.0,0.0,0,False
2002-01-24,2002,African Cup of Nations,0.5,South Africa,Ghana,0.0,0.0,0,True
2002-01-24,2002,Gulf Cup,0.5,Oman,Qatar,1.0,2.0,-1,True
2002-01-24,2002,Gulf Cup,0.5,Saudi Arabia,United Arab Emirates,1.0,0.0,1,False
2002-01-25,2002,African Cup of Nations,0.5,Cameroon,Ivory Coast,1.0,0.0,1,True
2002-01-25,2002,African Cup of Nations,0.5,Egypt,Tunisia,1.0,0.0,1,True
2002-01-25,2002,African Cup of Nations,0.5,Liberia,Algeria,2.0,2.0,0,True
2002-01-26,2002,African Cup of Nations,0.5,Burkina Faso,Morocco,1.0,2.0,-1,True
2002-01-26,2002,Gold Cup,0.5,Canada,Martinique,1.0,1.0,0,True
2002-01-26,2002,African Cup of Nations,0.5,DR Congo,Togo,0.0,0.0,0,True
2002-01-26,2002,Gold Cup,0.5,Costa Rica,Haiti,2.0,1.0,1,True
2002-01-26,2002,African Cup of Nations,0.5,Senegal,Zambia,1.0,0.0,1,True
2002-01-26,2002,Gulf Cup,0.5,Kuwait,Qatar,0.0,1.0,-1,True
2002-01-27,2002,Gold Cup,0.5,Mexico,South Korea,0.0,0.0,0,True
2002-01-27,2002,Gold Cup,0.5,United States,El Salvador,4.0,0.0,1,False
2002-01-27,2002,Gulf Cup,0.5,United Arab Emirates,Bahrain,1.0,2.0,-1,True
2002-01-27,2002,Gulf Cup,0.5,Saudi Arabia,Oman,2.0,0.0,1,False
2002-01-28,2002,African Cup of Nations,0.5,Liberia,Nigeria,0.0,1.0,-1,True
2002-01-28,2002,African Cup of Nations,0.5,Mali,Algeria,2.0,0.0,1,False
2002-01-29,2002,African Cup of Nations,0.5,Cameroon,Togo,3.0,0.0,1,True
2002-01-29,2002,African Cup of Nations,0.5,DR Congo,Ivory Coast,3.0,1.0,1,True
2002-01-29,2002,Gulf Cup,0.5,Kuwait,United Arab Emirates,2.0,1.0,1,True
2002-01-30,2002,African Cup of Nations,0.5,Burkina Faso,Ghana,1.0,2.0,-1,True
2002-01-30,2002,Gold Cup,0.5,Costa Rica,South Korea,3.0,1.0,1,True
2002-01-30,2002,African Cup of Nations,0.5,South Africa,Morocco,3.0,1.0,1,True
2002-01-30,2002,Gold Cup,0.5,United States,Canada,0.0,0.0,0,False
2002-01-30,2002,Gulf Cup,0.5,Bahrain,Oman,1.0,1.0,0,True
2002-01-30,2002,Gulf Cup,0.5,Saudi Arabia,Qatar,3.0,1.0,1,False
2002-01-31,2002,Friendly,0.3,Brazil,Bolivia,6.0,0.0,1,False
2002-01-31,2002,African Cup of Nations,0.5,Egypt,Zambia,2.0,1.0,1,True
2002-01-31,2002,African Cup of Nations,0.5,Senegal,Tunisia,0.0,0.0,0,True
2002-02-02,2002,Gold Cup,0.5,Canada,South Korea,2.0,1.0,1,True
2002-02-02,2002,Gold Cup,0.5,United States,Costa Rica,2.0,0.0,1,False
2002-02-03,2002,African Cup of Nations,0.5,Mali,South Africa,2.0,0.0,1,False
2002-02-03,2002,African Cup of Nations,0.5,Nigeria,Ghana,1.0,0.0,1,True
2002-02-04,2002,African Cup of Nations,0.5,Cameroon,Egypt,1.0,0.0,1,True
2002-02-04,2002,African Cup of Nations,0.5,Senegal,DR Congo,2.0,0.0,1,True
2002-02-06,2002,Friendly,0.3,Iran,Slovakia,2.0,3.0,-1,False
2002-02-06,2002,Friendly,0.3,Saudi Arabia,Brazil,0.0,1.0,-1,False
2002-02-07,2002,African Cup of Nations,0.5,Mali,Cameroon,0.0,3.0,-1,False
2002-02-07,2002,African Cup of Nations,0.5,Nigeria,Senegal,1.0,2.0,-1,True
2002-02-07,2002,Friendly,0.3,Singapore,North Korea,2.0,1.0,1,False
2002-02-09,2002,Malta International Tournament,0.5,Lithuania,Moldova,1.0,0.0,1,True
2002-02-09,2002,African Cup of Nations,0.5,Mali,Nigeria,0.0,1.0,-1,False
2002-02-09,2002,Malta International Tournament,0.5,Malta,Jordan,2.0,1.0,1,False
2002-02-10,2002,Friendly,0.3,Faroe Islands,Poland,1.0,2.0,-1,True
2002-02-10,2002,King's Cup,0.5,North Korea,Qatar,1.0,1.0,0,True
2002-02-10,2002,African Cup of Nations,0.5,Senegal,Cameroon,0.0,0.0,0,True
2002-02-10,2002,King's Cup,0.5,Thailand,Singapore,4.0,0.0,1,False
2002-02-11,2002,Malta International Tournament,0.5,Malta,Lithuania,1.0,1.0,0,False
2002-02-11,2002,Malta International Tournament,0.5,Moldova,Jordan,2.0,0.0,1,True
2002-02-12,2002,Cyprus International Tournament,0.5,Cyprus,Switzerland,1.0,1.0,0,False
2002-02-12,2002,Cyprus International Tournament,0.5,Czech Republic,Hungary,2.0,0.0,1,True
2002-02-12,2002,King's Cup,0.5,North Korea,Singapore,4.0,2.0,1,True
2002-02-12,2002,Lunar New Year Cup,0.5,Slovenia,Honduras,1.0,5.0,-1,True
2002-02-12,2002,King's Cup,0.5,Thailand,Qatar,1.0,0.0,1,False
2002-02-12,2002,Friendly,0.3,Turkey,Ecuador,0.0,1.0,-1,True
2002-02-13,2002,Friendly,0.3,Belgium,Norway,1.0,0.0,1,False
2002-02-13,2002,Friendly,0.3,Croatia,Bulgaria,0.0,0.0,0,False
2002-02-13,2002,Cyprus International Tournament,0.5,Cyprus,Czech Republic,3.0,4.0,-1,False
2002-02-13,2002,Friendly,0.3,Faroe Islands,Liechtenstein,1.0,0.0,1,True
2002-02-13,2002,Friendly,0.3,France,Romania,2.0,1.0,1,False
2002-02-13,2002,Friendly,0.3,Germany,Israel,7.0,1.0,1,False
2002-02-13,2002,Friendly,0.3,Greece,Sweden,2.0,2.0,0,False
2002-02-13,2002,Friendly,0.3,Republic of Ireland,Russia,2.0,0.0,1,False
2002-02-13,2002,Friendly,0.3,Italy,United States,1.0,0.0,1,False
2002-02-13,2002,Malta International Tournament,0.5,Lithuania,Jordan,0.0,3.0,-1,True
2002-02-13,2002,Friendly,0.3,Luxembourg,Albania,0.0,0.0,0,False
2002-02-13,2002,Malta International Tournament,0.5,Malta,Moldova,3.0,0.0,1,False
2002-02-13,2002,Friendly,0.3,Mexico,Serbia,1.0,2.0,-1,True
2002-02-13,2002,Friendly,0.3,Netherlands,England,1.0,1.0,0,False
2002-02-13,2002,Friendly,0.3,Northern Ireland,Poland,1.0,4.0,-1,True
2002-02-13,2002,Friendly,0.3,Paraguay,Bolivia,2.0,2.0,0,False
2002-02-13,2002,Friendly,0.3,Saudi Arabia,Denmark,0.0,1.0,-1,False
2002-02-13,2002,Friendly,0.3,Spain,Portugal,1.0,1.0,0,False
2002-02-13,2002,Cyprus International Tournament,0.5,Switzerland,Hungary,2.0,1.0,1,True
2002-02-13,2002,Friendly,0.3,Uruguay,South Korea,2.0,1.0,1,False
2002-02-13,2002,Friendly,0.3,Wales,Argentina,1.0,1.0,0,False
2002-02-14,2002,King's Cup,0.5,Qatar,Singapore,3.0,0.0,1,True
2002-02-14,2002,King's Cup,0.5,Thailand,North Korea,0.0,1.0,-1,False
2002-02-15,2002,Lunar New Year Cup,0.5,China PR,Slovenia,0.0,0.0,0,True
2002-02-16,2002,King's Cup,0.5,Qatar,Singapore,2.0,0.0,1,True
2002-02-16,2002,King's Cup,0.5,Thailand,North Korea,0.0,0.0,0,False
2002-02-18,2002,Friendly,0.3,Gibraltar,Monaco,2.0,2.0,0,True
2002-03-01,2002,Friendly,0.3,Iran,Venezuela,1.0,0.0,1,True
2002-03-02,2002,Friendly,0.3,Botswana,Eswatini,6.0,2.0,1,False
2002-03-02,2002,Friendly,0.3,United States,Honduras,4.0,0.0,1,False
2002-03-07,2002,Friendly,0.3,Brazil,Iceland,6.0,1.0,1,False
2002-03-09,2002,Oceania Nations Cup qualification,0.5,American Samoa,New Caledonia,0.0,10.0,-1,True
2002-03-09,2002,Oceania Nations Cup qualification,0.5,Samoa,Tonga,2.0,0.0,1,False
2002-03-09,2002,Muratti Vase,0.5,Alderney,Jersey,1.0,2.0,-1,False
2002-03-10,2002,Friendly,0.3,Eswatini,Lesotho,1.0,0.0,1,False
2002-03-10,2002,Friendly,0.3,United States,Ecuador,1.0,0.0,1,False
2002-03-12,2002,Oceania Nations Cup qualification,0.5,American Samoa,Tonga,2.0,7.0,-1,True
2002-03-12,2002,Oceania Nations Cup qualification,0.5,New Caledonia,Papua New Guinea,1.0,4.0,-1,True
2002-03-13,2002,Friendly,0.3,Mexico,Albania,4.0,0.0,1,True
2002-03-13,2002,Friendly,0.3,Tunisia,South Korea,0.0,0.0,0,False
2002-03-14,2002,Friendly,0.3,Estonia,Saudi Arabia,2.0,0.0,1,True
2002-03-14,2002,Oceania Nations Cup qualification,0.5,Papua New Guinea,Tonga,5.0,0.0,1,True
2002-03-14,2002,Oceania Nations Cup qualification,0.5,Samoa,American Samoa,5.0,0.0,1,False
2002-03-16,2002,Friendly,0.3,Botswana,Namibia,3.0,1.0,1,False
2002-03-16,2002,COSAFA Cup,0.5,Mauritius,Madagascar,2.0,3.0,-1,False
2002-03-16,2002,Oceania Nations Cup qualification,0.5,New Caledonia,Tonga,9.0,0.0,1,True
2002-03-16,2002,Oceania Nations Cup qualification,0.5,Samoa,Papua New Guinea,1.0,4.0,-1,False
2002-03-17,2002,Friendly,0.3,Sri Lanka,Pakistan,1.0,1.0,0,False
2002-03-18,2002,Oceania Nations Cup qualification,0.5,American Samoa,Papua New Guinea,0.0,7.0,-1,True
2002-03-18,2002,Oceania Nations Cup qualification,0.5,Samoa,New Caledonia,0.0,5.0,-1,False
2002-03-19,2002,Friendly,0.3,Sri Lanka,Pakistan,0.0,0.0,0,False
2002-03-20,2002,Friendly,0.3,Finland,South Korea,0.0,2.0,-1,True
2002-03-20,2002,Friendly,0.3,Saudi Arabia,South Africa,1.0,0.0,1,True
2002-03-21,2002,Friendly,0.3,Japan,Ukraine,1.0,0.0,1,False
2002-03-23,2002,Friendly,0.3,Sri Lanka,Pakistan,1.0,0.0,1,False
2002-03-25,2002,Friendly,0.3,Sri Lanka,Pakistan,2.0,1.0,1,False
2002-03-26,2002,Friendly,0.3,South Korea,Turkey,0.0,0.0,0,True
2002-03-26,2002,Friendly,0.3,Nigeria,Paraguay,1.0,1.0,0,True
2002-03-27,2002,Friendly,0.3,Albania,Azerbaijan,1.0,0.0,1,False
2002-03-27,2002,Friendly,0.3,Argentina,Cameroon,2.0,2.0,0,True
2002-03-27,2002,Friendly,0.3,Austria,Slovakia,2.0,0.0,1,False
2002-03-27,2002,Friendly,0.3,Belize,Guyana,3.0,1.0,1,False
2002-03-27,2002,Friendly,0.3,Bosnia and Herzegovina,North Macedonia,4.0,4.0,0,False
2002-03-27,2002,Friendly,0.3,Brazil,Serbia,1.0,0.0,1,False
2002-03-27,2002,Friendly,0.3,Bulgaria,Ecuador,0.0,3.0,-1,True
2002-03-27,2002,Friendly,0.3,Croatia,Slovenia,0.0,0.0,0,False
2002-03-27,2002,Friendly,0.3,England,Italy,1.0,2.0,-1,False
2002-03-27,2002,Friendly,0.3,Estonia,Russia,2.0,1.0,1,False
2002-03-27,2002,Friendly,0.3,France,Scotland,5.0,0.0,1,False
2002-03-27,2002,Friendly,0.3,Georgia,South Africa,4.0,1.0,1,False
2002-03-27,2002,Friendly,0.3,Germany,United States,4.0,2.0,1,False
2002-03-27,2002,Friendly,0.3,Republic of Ireland,Denmark,3.0,0.0,1,False
2002-03-27,2002,Friendly,0.3,Liechtenstein,Northern Ireland,0.0,0.0,0,False
