date,year,tournament,match_weight,home_team,away_team,home_goals,away_goals,outcome,neutral
1902-07-20,1902,Friendly,0.3,Uruguay,Argentina,0.0,6.0,-1,False
1902-10-12,1902,Friendly,0.3,Austria,Hungary,5.0,0.0,1,False
1903-02-14,1903,British Home Championship,0.5,England,Northern Ireland,4.0,0.0,1,False
1903-03-02,1903,British Home Championship,0.5,England,Wales,2.0,1.0,1,False
1903-03-09,1903,British Home Championship,0.5,Wales,Scotland,0.0,1.0,-1,False
1903-03-21,1903,British Home Championship,0.5,Scotland,Northern Ireland,0.0,2.0,-1,False
1903-03-28,1903,British Home Championship,0.5,Northern Ireland,Wales,2.0,0.0,1,False
1903-04-04,1903,British Home Championship,0.5,England,Scotland,1.0,2.0,-1,False
1903-04-05,1903,Friendly,0.3,Hungary,Czechoslovakia,2.0,1.0,1,False
1903-06-11,1903,Friendly,0.3,Hungary,Austria,3.0,2.0,1,False
1903-09-13,1903,Friendly,0.3,Argentina,Uruguay,2.0,3.0,-1,False
1903-10-11,1903,Friendly,0.3,Austria,Hungary,4.0,2.0,1,False
1904-02-29,1904,British Home Championship,0.5,Wales,England,2.0,2.0,0,False
1904-03-12,1904,British Home Championship,0.5,Northern Ireland,England,1.0,3.0,-1,False
1904-03-12,1904,British Home Championship,0.5,Scotland,Wales,1.0,1.0,0,False
1904-03-21,1904,British Home Championship,0.5,Wales,Northern Ireland,0.0,1.0,-1,False
1904-03-26,1904,British Home Championship,0.5,Northern Ireland,Scotland,1.0,1.0,0,False
1904-04-09,1904,British Home Championship,0.5,Scotland,England,0.0,1.0,-1,False
1904-05-01,1904,Évence Coppée Trophy,0.5,Belgium,France,3.0,3.0,0,False
1904-06-02,1904,Friendly,0.3,Hungary,Austria,3.0,0.0,1,False
1904-10-09,1904,Friendly,0.3,Austria,Hungary,5.0,4.0,1,False
1905-02-12,1905,Friendly,0.3,France,Switzerland,1.0,0.0,1,False
1905-02-25,1905,British Home Championship,0.5,England,Northern Ireland,1.0,1.0,0,False
1905-03-06,1905,British Home Championship,0.5,Wales,Scotland,3.0,1.0,1,False
1905-03-18,1905,British Home Championship,0.5,Scotland,Northern Ireland,4.0,0.0,1,False
1905-03-27,1905,British Home Championship,0.5,England,Wales,3.0,1.0,1,False
1905-04-01,1905,British Home Championship,0.5,England,Scotland,1.0,0.0,1,False
1905-04-08,1905,British Home Championship,0.5,Northern Ireland,Wales,2.0,2.0,0,False
1905-04-09,1905,Friendly,0.3,Hungary,Austria,0.0,0.0,0,False
1905-04-17,1905,Muratti Vase,0.5,Guernsey,Alderney,6.0,0.0,1,False
1905-04-27,1905,Muratti Vase,0.5,Jersey,Guernsey,0.0,1.0,-1,False
1905-04-30,1905,Friendly,0.3,Belgium,Netherlands,1.0,4.0,-1,False
1905-05-07,1905,Friendly,0.3,Belgium,France,7.0,0.0,1,False
1905-05-14,1905,Friendly,0.3,Netherlands,Belgium,4.0,0.0,1,False
1905-07-21,1905,Friendly,0.3,Guyana,Trinidad and Tobago,1.0,4.0,-1,False
1905-08-15,1905,Copa Lipton,0.5,Argentina,Uruguay,0.0,0.0,0,False
1906-02-17,1906,British Home Championship,0.5,Northern Ireland,England,0.0,5.0,-1,False
1906-03-03,1906,British Home Championship,0.5,Scotland,Wales,0.0,2.0,-1,False
1906-03-17,1906,British Home Championship,0.5,Northern Ireland,Scotland,0.0,1.0,-1,False
1906-03-19,1906,British Home Championship,0.5,Wales,England,0.0,1.0,-1,False
1906-03-29,1906,Muratti Vase,0.5,Jersey,Guernsey,1.0,2.0,-1,False
1906-04-01,1906,Friendly,0.3,Hungary,Czechoslovakia,1.0,1.0,0,False
1906-04-02,1906,British Home Championship,0.5,Wales,Northern Ireland,4.0,4.0,0,False
1906-04-02,1906,Muratti Vase,0.5,Guernsey,Alderney,1.0,0.0,1,False
1906-04-07,1906,British Home Championship,0.5,Scotland,England,2.0,1.0,1,False
1906-04-22,1906,Friendly,0.3,France,Belgium,0.0,5.0,-1,False
1906-04-29,1906,Friendly,0.3,Belgium,Netherlands,5.0,0.0,1,False
1906-05-13,1906,Friendly,0.3,Netherlands,Belgium,2.0,3.0,-1,False
1906-08-15,1906,Copa Lipton,0.5,Uruguay,Argentina,0.0,2.0,-1,False
1906-10-07,1906,Friendly,0.3,Czechoslovakia,Hungary,4.0,4.0,0,False
1906-10-21,1906,Copa Newton,0.5,Argentina,Uruguay,2.0,1.0,1,False
1906-11-04,1906,Friendly,0.3,Hungary,Austria,3.0,1.0,1,False
1907-02-16,1907,British Home Championship,0.5,England,Northern Ireland,1.0,0.0,1,False
1907-02-23,1907,British Home Championship,0.5,Northern Ireland,Wales,2.0,3.0,-1,False
1907-03-04,1907,British Home Championship,0.5,Wales,Scotland,1.0,0.0,1,False
1907-03-16,1907,British Home Championship,0.5,Scotland,Northern Ireland,3.0,0.0,1,False
1907-03-18,1907,British Home Championship,0.5,England,Wales,1.0,1.0,0,False
1907-03-21,1907,Muratti Vase,0.5,Alderney,Jersey,1.0,2.0,-1,True
1907-04-04,1907,Muratti Vase,0.5,Jersey,Guernsey,2.0,3.0,-1,False
1907-04-06,1907,British Home Championship,0.5,England,Scotland,1.0,1.0,0,False
1907-04-07,1907,Friendly,0.3,Hungary,Czechoslovakia,5.0,2.0,1,False
1907-04-14,1907,Friendly,0.3,Belgium,Netherlands,1.0,3.0,-1,False
1907-04-21,1907,Friendly,0.3,Belgium,France,1.0,2.0,-1,False
1907-05-05,1907,Friendly,0.3,Austria,Hungary,3.0,1.0,1,False
1907-05-09,1907,Friendly,0.3,Netherlands,Belgium,1.0,2.0,-1,False
1907-10-06,1907,Friendly,0.3,Czechoslovakia,Hungary,5.0,3.0,1,False
1907-11-03,1907,Friendly,0.3,Hungary,Austria,4.0,1.0,1,False
1908-02-15,1908,British Home Championship,0.5,Northern Ireland,England,1.0,3.0,-1,False
1908-03-07,1908,British Home Championship,0.5,Scotland,Wales,2.0,1.0,1,False
1908-03-08,1908,Friendly,0.3,Switzerland,France,1.0,2.0,-1,False
1908-03-14,1908,British Home Championship,0.5,Northern Ireland,Scotland,0.0,5.0,-1,False
1908-03-16,1908,British Home Championship,0.5,Wales,England,1.0,7.0,-1,False
1908-03-29,1908,Friendly,0.3,Belgium,Netherlands,1.0,4.0,-1,False
1908-04-02,1908,Muratti Vase,0.5,Guernsey,Alderney,3.0,0.0,1,True
1908-04-04,1908,British Home Championship,0.5,Scotland,England,1.0,1.0,0,False
1908-04-05,1908,Friendly,0.3,Hungary,Czechoslovakia,5.0,2.0,1,False
1908-04-05,1908,Friendly,0.3,Switzerland,Germany,5.0,3.0,1,False
1908-04-09,1908,Muratti Vase,0.5,Guernsey,Jersey,0.0,4.0,-1,False
1908-04-11,1908,British Home Championship,0.5,Wales,Northern Ireland,0.0,1.0,-1,False
1908-04-12,1908,Friendly,0.3,France,Belgium,1.0,2.0,-1,False
1908-04-26,1908,Friendly,0.3,Netherlands,Belgium,3.0,1.0,1,False
1908-05-03,1908,Friendly,0.3,Austria,Hungary,4.0,0.0,1,False
1908-05-10,1908,Friendly,0.3,Netherlands,France,4.0,1.0,1,False
1908-06-06,1908,Friendly,0.3,Austria,England,1.0,6.0,-1,False
1908-06-07,1908,Friendly,0.3,Austria,Germany,3.0,2.0,1,False
1908-06-08,1908,Friendly,0.3,Austria,England,1.0,11.0,-1,False
1908-06-10,1908,Friendly,0.3,Hungary,England,0.0,7.0,-1,False
1908-06-13,1908,Friendly,0.3,Czechoslovakia,England,0.0,4.0,-1,False
1908-07-12,1908,Friendly,0.3,Sweden,Norway,11.0,3.0,1,False
1908-08-15,1908,Copa Lipton,0.5,Uruguay,Argentina,2.0,2.0,0,False
1908-09-13,1908,Copa Newton,0.5,Argentina,Uruguay,2.0,1.0,1,False
1908-10-04,1908,Copa Premio Honor Argentino,0.5,Argentina,Uruguay,0.0,1.0,-1,False
1908-10-22,1908,Olympic Games,0.5,France,Denmark,1.0,17.0,-1,True
1908-10-23,1908,Olympic Games,0.5,Netherlands,Sweden,2.0,0.0,1,True
1908-10-25,1908,Friendly,0.3,Netherlands,Sweden,5.0,3.0,1,False
1908-10-26,1908,Friendly,0.3,Belgium,Sweden,2.0,1.0,1,False
1908-11-01,1908,Friendly,0.3,Hungary,Austria,5.0,3.0,1,False
1909-02-13,1909,British Home Championship,0.5,England,Northern Ireland,4.0,0.0,1,False
1909-03-01,1909,British Home Championship,0.5,Wales,Scotland,3.0,2.0,1,False
1909-03-15,1909,British Home Championship,0.5,England,Wales,2.0,0.0,1,False
1909-03-15,1909,British Home Championship,0.5,Scotland,Northern Ireland,5.0,0.0,1,False
1909-03-18,1909,Muratti Vase,0.5,Guernsey,Jersey,3.0,0.0,1,False
1909-03-20,1909,British Home Championship,0.5,Northern Ireland,Wales,2.0,3.0,-1,False
1909-03-21,1909,Friendly,0.3,Belgium,Netherlands,1.0,4.0,-1,False
1909-03-25,1909,Muratti Vase,0.5,Guernsey,Alderney,2.0,0.0,1,True
1909-04-03,1909,British Home Championship,0.5,England,Scotland,2.0,0.0,1,False
1909-04-04,1909,Friendly,0.3,Germany,Switzerland,1.0,0.0,1,False
1909-04-04,1909,Friendly,0.3,Hungary,Germany,3.0,3.0,0,False
1909-04-25,1909,Friendly,0.3,Netherlands,Belgium,4.0,1.0,1,False
1909-05-02,1909,Friendly,0.3,Austria,Hungary,3.0,4.0,-1,False
1909-05-09,1909,Friendly,0.3,Belgium,France,5.0,2.0,1,False
1909-05-29,1909,Friendly,0.3,Hungary,England,2.0,4.0,-1,False
1909-05-30,1909,Friendly,0.3,Hungary,Austria,1.0,1.0,0,False
1909-05-31,1909,Friendly,0.3,Hungary,England,2.0,8.0,-1,False
1909-06-01,1909,Friendly,0.3,Austria,England,1.0,8.0,-1,False
1909-08-15,1909,Copa Lipton,0.5,Argentina,Uruguay,2.0,1.0,1,False
1909-09-19,1909,Copa Newton,0.5,Uruguay,Argentina,2.0,2.0,0,False
1909-10-10,1909,Copa Premio Honor Argentino,0.5,Argentina,Uruguay,3.0,1.0,1,False
1909-11-07,1909,Friendly,0.3,Hungary,Austria,2.0,2.0,0,False
1910-02-12,1910,British Home Championship,0.5,Northern Ireland,England,1.0,1.0,0,False
1910-03-05,1910,British Home Championship,0.5,Scotland,Wales,1.0,0.0,1,False
1910-03-13,1910,Friendly,0.3,Belgium,Netherlands,3.0,2.0,1,False
1910-03-14,1910,British Home Championship,0.5,Wales,England,0.0,1.0,-1,False
1910-03-19,1910,British Home Championship,0.5,Northern Ireland,Scotland,1.0,0.0,1,False
1910-04-02,1910,British Home Championship,0.5,Scotland,England,2.0,0.0,1,False
1910-04-03,1910,Friendly,0.3,France,Belgium,0.0,4.0,-1,False
1910-04-03,1910,Friendly,0.3,Switzerland,Germany,2.0,3.0,-1,False
1910-04-07,1910,Muratti Vase,0.5,Jersey,Alderney,7.0,1.0,1,False
1910-04-10,1910,Friendly,0.3,Netherlands,Belgium,7.0,0.0,1,False
1910-04-11,1910,British Home Championship,0.5,Wales,Northern Ireland,4.0,1.0,1,False
1910-04-21,1910,Muratti Vase,0.5,Guernsey,Jersey,2.0,3.0,-1,False
1910-04-24,1910,Friendly,0.3,Netherlands,Germany,4.0,2.0,1,False
1910-05-01,1910,Friendly,0.3,Austria,Hungary,2.0,1.0,1,False
1910-05-15,1910,Friendly,0.3,Italy,France,6.0,2.0,1,False
1910-05-16,1910,Friendly,0.3,Germany,Belgium,0.0,3.0,-1,False
1910-05-26,1910,Friendly,0.3,Hungary,Italy,6.0,1.0,1,False
1910-05-27,1910,Friendly,0.3,Argentina,Chile,3.0,1.0,1,False
1910-05-29,1910,Friendly,0.3,Chile,Uruguay,0.0,3.0,-1,True
1910-06-05,1910,Friendly,0.3,Argentina,Chile,5.0,1.0,1,False
1910-06-12,1910,Friendly,0.3,Argentina,Uruguay,4.0,1.0,1,False
1910-08-15,1910,Copa Lipton,0.5,Uruguay,Argentina,3.0,1.0,1,False
1910-09-11,1910,Friendly,0.3,Chile,Argentina,0.0,3.0,-1,False
1910-09-11,1910,Friendly,0.3,Norway,Sweden,0.0,4.0,-1,False
1910-10-16,1910,Friendly,0.3,Germany,Netherlands,1.0,2.0,-1,False
1910-10-16,1910,Friendly,0.3,Russia,Czechoslovakia,5.0,4.0,1,False
1910-10-23,1910,Friendly,0.3,Russia,Czechoslovakia,1.0,0.0,1,False
1910-11-06,1910,Friendly,0.3,Hungary,Austria,3.0,0.0,1,False
1910-11-13,1910,Copa Premio Honor Argentino,0.5,Argentina,Uruguay,1.0,1.0,0,False
1910-11-27,1910,Copa Premio Honor Argentino,0.5,Argentina,Uruguay,2.0,6.0,-1,False
1911-01-01,1911,Friendly,0.3,France,Hungary,0.0,3.0,-1,False
1911-01-06,1911,Friendly,0.3,Italy,Hungary,0.0,1.0,-1,False
1911-01-08,1911,Friendly,0.3,Switzerland,Hungary,2.0,0.0,1,False
1911-01-28,1911,British Home Championship,0.5,Northern Ireland,Wales,1.0,2.0,-1,False
1911-02-11,1911,British Home Championship,0.5,England,Northern Ireland,2.0,1.0,1,False
1911-03-06,1911,British Home Championship,0.5,Wales,Scotland,2.0,2.0,0,False
1911-03-13,1911,British Home Championship,0.5,England,Wales,3.0,0.0,1,False
1911-03-18,1911,British Home Championship,0.5,Scotland,Northern Ireland,2.0,0.0,1,False
1911-03-19,1911,Friendly,0.3,Belgium,Netherlands,1.0,5.0,-1,False
1911-03-26,1911,Friendly,0.3,Germany,Switzerland,6.0,2.0,1,False
1911-04-01,1911,British Home Championship,0.5,England,Scotland,1.0,1.0,0,False
1911-04-02,1911,Friendly,0.3,Netherlands,Belgium,3.0,1.0,1,False
1911-04-09,1911,Friendly,0.3,France,Italy,2.0,2.0,0,False
1911-04-20,1911,Muratti Vase,0.5,Guernsey,Alderney,2.0,1.0,1,False
1911-04-23,1911,Friendly,0.3,Belgium,Germany,2.0,1.0,1,False
1911-04-23,1911,Friendly,0.3,Switzerland,France,5.0,2.0,1,False
1911-04-27,1911,Muratti Vase,0.5,Jersey,Guernsey,4.0,1.0,1,False
1911-04-30,1911,Friendly,0.3,Belgium,France,7.0,1.0,1,False
1911-05-07,1911,Friendly,0.3,Austria,Hungary,3.0,1.0,1,False
1911-05-07,1911,Friendly,0.3,Italy,Switzerland,2.0,2.0,0,False
1911-05-21,1911,Friendly,0.3,Switzerland,Italy,3.0,0.0,1,False
1911-06-18,1911,Friendly,0.3,Sweden,Germany,2.0,4.0,-1,False
1911-08-15,1911,Copa Lipton,0.5,Argentina,Uruguay,0.0,2.0,-1,False
1911-09-17,1911,Friendly,0.3,Sweden,Norway,4.0,1.0,1,False
1911-09-17,1911,Copa Newton,0.5,Uruguay,Argentina,2.0,3.0,-1,False
1911-10-08,1911,Copa Premio Honor Uruguayo,0.5,Uruguay,Argentina,1.0,1.0,0,False
1911-10-09,1911,Friendly,0.3,Germany,Austria,1.0,2.0,-1,False
1911-10-22,1911,Copa Premio Honor Argentino,0.5,Argentina,Uruguay,2.0,0.0,1,False
1911-10-22,1911,Friendly,0.3,Finland,Sweden,2.0,5.0,-1,False
1911-10-29,1911,Friendly,0.3,Germany,Sweden,1.0,3.0,-1,False
1911-10-29,1911,Friendly,0.3,Hungary,Switzerland,9.0,0.0,1,False
1911-10-29,1911,Friendly,0.3,Luxembourg,France,1.0,4.0,-1,False
1911-10-29,1911,Copa Premio Honor Uruguayo,0.5,Uruguay,Argentina,3.0,0.0,1,False
1911-11-05,1911,Friendly,0.3,Hungary,Austria,2.0,0.0,1,False
1911-12-17,1911,Friendly,0.3,Germany,Hungary,1.0,4.0,-1,False
1912-01-28,1912,Friendly,0.3,France,Belgium,1.0,1.0,0,False
1912-02-10,1912,British Home Championship,0.5,Northern Ireland,England,1.0,6.0,-1,False
1912-02-10,1912,Friendly,0.3,France,Catalonia,7.0,0.0,1,False
1912-02-18,1912,Friendly,0.3,France,Switzerland,4.0,1.0,1,False
1912-02-20,1912,Friendly,0.3,Belgium,Switzerland,9.0,2.0,1,False
1912-03-02,1912,British Home Championship,0.5,Scotland,Wales,1.0,0.0,1,False
1912-03-10,1912,Friendly,0.3,Belgium,Netherlands,1.0,2.0,-1,False
1912-03-11,1912,British Home Championship,0.5,Wales,England,0.0,2.0,-1,False
1912-03-16,1912,British Home Championship,0.5,Northern Ireland,Scotland,1.0,4.0,-1,False
1912-03-17,1912,Friendly,0.3,Italy,France,3.0,4.0,-1,False
1912-03-23,1912,British Home Championship,0.5,Scotland,England,1.0,1.0,0,False
1912-03-24,1912,Friendly,0.3,Netherlands,Germany,5.0,5.0,0,False
1912-04-13,1912,British Home Championship,0.5,Wales,Northern Ireland,2.0,3.0,-1,False
1912-04-14,1912,Friendly,0.3,Hungary,Germany,4.0,4.0,0,False
1912-04-18,1912,Muratti Vase,0.5,Jersey,Guernsey,3.0,3.0,0,False
1912-04-19,1912,Muratti Vase,0.5,Jersey,Guernsey,2.0,5.0,-1,False
1912-04-25,1912,Muratti Vase,0.5,Guernsey,Alderney,4.0,0.0,1,False
1912-04-28,1912,Friendly,0.3,Netherlands,Belgium,4.0,3.0,1,False
1912-05-05,1912,Friendly,0.3,Austria,Hungary,1.0,1.0,0,False
1912-05-05,1912,Friendly,0.3,Switzerland,Germany,1.0,2.0,-1,False
1912-05-06,1912,Friendly,0.3,Russia,Finland,1.0,1.0,0,False
1912-06-16,1912,Friendly,0.3,Norway,Sweden,1.0,2.0,-1,False
1912-06-20,1912,Friendly,0.3,Sweden,Hungary,2.0,2.0,0,False
1912-06-23,1912,Friendly,0.3,Norway,Hungary,0.0,6.0,-1,False
1912-06-27,1912,Friendly,0.3,Sweden,Finland,7.0,1.0,1,False
1912-06-29,1912,Olympic Games,0.5,Finland,Italy,3.0,2.0,1,True
1912-06-29,1912,Olympic Games,0.5,Austria,Germany,5.0,1.0,1,True
1912-06-29,1912,Olympic Games,0.5,Sweden,Netherlands,3.0,4.0,-1,False
1912-06-30,1912,Olympic Games,0.5,Finland,Russia,2.0,1.0,1,True
1912-06-30,1912,Olympic Games,0.5,Denmark,Norway,7.0,0.0,1,True
1912-06-30,1912,Olympic Games,0.5,Netherlands,Austria,3.0,1.0,1,True
1912-07-01,1912,Olympic Games,0.5,Austria,Norway,1.0,0.0,1,True
1912-07-01,1912,Olympic Games,0.5,Germany,Russia,16.0,0.0,1,True
1912-07-01,1912,Olympic Games,0.5,Sweden,Italy,0.0,1.0,-1,False
1912-07-02,1912,Olympic Games,0.5,Denmark,Netherlands,4.0,1.0,1,True
1912-07-03,1912,Olympic Games,0.5,Hungary,Germany,3.0,1.0,1,True
1912-07-03,1912,Olympic Games,0.5,Austria,Italy,5.0,1.0,1,True
1912-07-03,1912,Friendly,0.3,Norway,Russia,2.0,1.0,1,True
1912-07-04,1912,Olympic Games,0.5,Netherlands,Finland,9.0,0.0,1,True
1912-07-05,1912,Olympic Games,0.5,Hungary,Austria,3.0,0.0,1,True
1912-07-12,1912,Friendly,0.3,Russia,Hungary,0.0,9.0,-1,False
1912-07-14,1912,Friendly,0.3,Russia,Hungary,0.0,12.0,-1,False
1912-08-15,1912,Copa Lipton,0.5,Uruguay,Argentina,2.0,0.0,1,False
1912-08-25,1912,Copa Premio Honor Uruguayo,0.5,Uruguay,Argentina,3.0,0.0,1,False
1912-09-22,1912,Copa Premio Honor Argentino,0.5,Argentina,Uruguay,0.0,1.0,-1,False
1912-10-06,1912,Copa Newton,0.5,Argentina,Uruguay,3.0,3.0,0,False
1912-10-06,1912,Friendly,0.3,Denmark,Germany,3.0,1.0,1,False
1912-11-03,1912,Friendly,0.3,Hungary,Austria,4.0,0.0,1,False
1912-11-03,1912,Friendly,0.3,Sweden,Norway,4.0,2.0,1,False
1912-11-17,1912,Friendly,0.3,Germany,Netherlands,2.0,3.0,-1,False
1912-12-01,1912,Friendly,0.3,Uruguay,Argentina,1.0,3.0,-1,False
1912-12-01,1912,Friendly,0.3,Catalonia,France,1.0,0.0,1,False
1912-12-22,1912,Friendly,0.3,Italy,Austria,1.0,3.0,-1,False
1913-01-12,1913,Friendly,0.3,France,Italy,1.0,0.0,1,False
1913-01-18,1913,British Home Championship,0.5,Northern Ireland,Wales,0.0,1.0,-1,False
1913-02-04,1913,Far Eastern Championship Games,0.5,Philippines,China PR,2.0,1.0,1,False
1913-02-15,1913,British Home Championship,0.5,Northern Ireland,England,2.0,1.0,1,False
1913-02-16,1913,Friendly,0.3,Belgium,France,3.0,0.0,1,False
1913-03-03,1913,British Home Championship,0.5,Wales,Scotland,0.0,0.0,0,False
1913-03-09,1913,Friendly,0.3,Belgium,Netherlands,3.0,3.0,0,False
1913-03-09,1913,Friendly,0.3,Switzerland,France,1.0,4.0,-1,False
1913-03-15,1913,British Home Championship,0.5,Northern Ireland,Scotland,1.0,2.0,-1,False
1913-03-17,1913,British Home Championship,0.5,England,Wales,4.0,3.0,1,False
1913-04-03,1913,Muratti Vase,0.5,Jersey,Alderney,5.0,2.0,1,True
1913-04-05,1913,British Home Championship,0.5,England,Scotland,1.0,0.0,1,False
1913-04-17,1913,Muratti Vase,0.5,Jersey,Guernsey,2.0,4.0,-1,False
1913-04-20,1913,Friendly,0.3,France,Luxembourg,8.0,0.0,1,False
1913-04-20,1913,Friendly,0.3,Netherlands,Belgium,2.0,4.0,-1,False
1913-04-27,1913,Friendly,0.3,Austria,Hungary,1.0,4.0,-1,False
1913-05-01,1913,Friendly,0.3,Italy,Belgium,1.0,0.0,1,False
1913-05-04,1913,Friendly,0.3,Russia,Sweden,1.0,4.0,-1,False
1913-05-04,1913,Friendly,0.3,Switzerland,Belgium,1.0,2.0,-1,False
1913-05-18,1913,Friendly,0.3,Germany,Switzerland,1.0,2.0,-1,False
1913-05-18,1913,Friendly,0.3,Hungary,Sweden,2.0,0.0,1,False
1913-05-25,1913,Friendly,0.3,Denmark,Sweden,8.0,0.0,1,False
1913-06-08,1913,Friendly,0.3,Sweden,Norway,9.0,0.0,1,False
1913-06-15,1913,Friendly,0.3,Argentina,Uruguay,1.0,1.0,0,False
1913-06-15,1913,Friendly,0.3,Austria,Italy,2.0,0.0,1,False
1913-07-09,1913,Friendly,0.3,Argentina,Uruguay,2.0,1.0,1,False
1913-08-15,1913,Copa Lipton,0.5,Argentina,Uruguay,4.0,0.0,1,False
1913-08-31,1913,Copa Premio Honor Argentino,0.5,Argentina,Uruguay,2.0,0.0,1,False
1913-09-14,1913,Friendly,0.3,Russia,Norway,1.0,1.0,0,False
1913-09-21,1913,Friendly,0.3,Chile,Argentina,0.0,2.0,-1,False
1913-10-05,1913,Friendly,0.3,Sweden,Denmark,0.0,10.0,-1,False
1913-10-05,1913,Copa Premio Honor Uruguayo,0.5,Uruguay,Argentina,1.0,0.0,1,False
1913-10-26,1913,Friendly,0.3,Germany,Denmark,1.0,4.0,-1,False
1913-10-26,1913,Friendly,0.3,Hungary,Austria,4.0,3.0,1,False
1913-10-26,1913,Friendly,0.3,Norway,Sweden,1.0,1.0,0,False
1913-10-26,1913,Copa Newton,0.5,Uruguay,Argentina,1.0,0.0,1,False
1913-11-02,1913,Friendly,0.3,Belgium,Switzerland,2.0,0.0,1,False
1913-11-23,1913,Friendly,0.3,Belgium,Germany,6.0,2.0,1,False
1914-01-11,1914,Friendly,0.3,Italy,Austria,0.0,0.0,0,False
1914-01-19,1914,British Home Championship,0.5,Wales,Northern Ireland,1.0,2.0,-1,False
1914-01-25,1914,Friendly,0.3,France,Belgium,4.0,3.0,1,False
1914-02-08,1914,Friendly,0.3,Luxembourg,France,5.0,4.0,1,False
1914-02-14,1914,British Home Championship,0.5,England,Northern Ireland,0.0,3.0,-1,False
1914-02-28,1914,British Home Championship,0.5,Scotland,Wales,0.0,0.0,0,False
1914-03-08,1914,Friendly,0.3,France,Switzerland,2.0,2.0,0,False
1914-03-14,1914,British Home Championship,0.5,Northern Ireland,Scotland,1.0,1.0,0,False
1914-03-15,1914,Friendly,0.3,Belgium,Netherlands,2.0,4.0,-1,False
1914-03-16,1914,British Home Championship,0.5,Wales,England,0.0,2.0,-1,False
1914-03-29,1914,Friendly,0.3,Italy,France,2.0,0.0,1,False
1914-04-02,1914,Muratti Vase,0.5,Guernsey,Alderney,4.0,0.0,1,True
1914-04-04,1914,British Home Championship,0.5,Scotland,England,3.0,1.0,1,False
1914-04-05,1914,Friendly,0.3,Italy,Switzerland,1.0,1.0,0,False
1914-04-05,1914,Friendly,0.3,Netherlands,Germany,4.0,4.0,0,False
1914-04-23,1914,Muratti Vase,0.5,Guernsey,Jersey,2.0,1.0,1,False
1914-04-26,1914,Friendly,0.3,Netherlands,Belgium,4.0,2.0,1,False
1914-05-03,1914,Friendly,0.3,Austria,Hungary,2.0,0.0,1,False
1914-05-17,1914,Friendly,0.3,Denmark,Netherlands,4.0,3.0,1,False
1914-05-17,1914,Friendly,0.3,Switzerland,Italy,0.0,1.0,-1,False
1914-05-24,1914,Friendly,0.3,Sweden,Finland,4.0,3.0,1,False
1914-05-31,1914,Friendly,0.3,Hungary,France,5.0,1.0,1,False
1914-06-21,1914,Friendly,0.3,Sweden,Hungary,1.0,1.0,0,False
1914-06-28,1914,Friendly,0.3,Norway,Sweden,0.0,1.0,-1,False
1914-07-05,1914,Friendly,0.3,Sweden,Russia,2.0,2.0,0,False
1914-07-12,1914,Friendly,0.3,Norway,Russia,1.0,1.0,0,False
1914-08-30,1914,Copa Premio Honor Uruguayo,0.5,Uruguay,Argentina,3.0,2.0,1,False
1914-09-13,1914,Copa Premio Honor Argentino,0.5,Argentina,Uruguay,2.0,1.0,1,False
1914-09-20,1914,Friendly,0.3,Argentina,Brazil,3.0,0.0,1,False
1914-09-27,1914,Copa Roca,0.5,Argentina,Brazil,0.0,1.0,-1,False
1914-10-04,1914,Friendly,0.3,Hungary,Austria,2.0,2.0,0,False
1914-10-25,1914,Friendly,0.3,Sweden,Norway,7.0,0.0,1,False
1914-11-08,1914,Friendly,0.3,Austria,Hungary,1.0,2.0,-1,False
1915-01-03,1915,Friendly,0.3,Basque Country,Catalonia,6.0,1.0,1,False
1915-01-31,1915,Friendly,0.3,Italy,Switzerland,3.0,1.0,1,False
1915-02-07,1915,Friendly,0.3,Catalonia,Basque Country,2.0,2.0,0,False
1915-05-02,1915,Friendly,0.3,Hungary,Austria,2.0,5.0,-1,False
1915-05-13,1915,Friendly,0.3,Basque Country,Catalonia,1.0,0.0,1,False
1915-05-18,1915,Far Eastern Championship Games,0.5,China PR,Philippines,0.0,0.0,0,False
1915-05-19,1915,Far Eastern Championship Games,0.5,China PR,Philippines,1.0,0.0,1,False
1915-05-30,1915,Friendly,0.3,Austria,Hungary,1.0,2.0,-1,False
1915-06-06,1915,Friendly,0.3,Denmark,Sweden,2.0,0.0,1,False
1915-06-27,1915,Friendly,0.3,Norway,Sweden,1.0,1.0,0,False
1915-07-18,1915,Copa Premio Honor Uruguayo,0.5,Uruguay,Argentina,2.0,3.0,-1,False
1915-08-15,1915,Copa Lipton,0.5,Argentina,Uruguay,2.0,1.0,1,False
1915-09-12,1915,Copa Newton,0.5,Uruguay,Argentina,2.0,0.0,1,False
1915-09-19,1915,Friendly,0.3,Denmark,Norway,8.0,1.0,1,False
1915-10-03,1915,Friendly,0.3,Austria,Hungary,4.0,2.0,1,False
1915-10-24,1915,Friendly,0.3,Sweden,Norway,5.0,2.0,1,False
1915-10-31,1915,Friendly,0.3,Sweden,Denmark,0.0,2.0,-1,False
1915-11-07,1915,Friendly,0.3,Hungary,Austria,6.0,2.0,1,False
1916-05-07,1916,Friendly,0.3,Austria,Hungary,3.0,1.0,1,False
1916-05-21,1916,Friendly,0.3,Catalonia,Basque Country,1.0,3.0,-1,False
1916-05-22,1916,Friendly,0.3,Catalonia,Basque Country,0.0,0.0,0,False
